10.000000,0.000000
10.500000,0.000000
11.000000,0.000000
11.500000,0.000000
12.000000,100.000000
12.500000,0.000000
13.000000,0.000000
13.500000,0.000000
14.000000,100.000000
14.500000,0.000000
15.000000,100.000000
15.500000,100.000000
16.000000,100.000000
16.500000,33.333332
17.000000,75.000000
17.500000,0.000000
18.000000,71.428574
18.500000,0.000000
19.000000,66.666664
19.500000,75.000000
20.000000,40.000000
20.500000,28.571428
21.000000,32.000000
21.500000,0.000000
22.000000,34.375000
22.500000,28.571428
23.000000,17.073172
23.500000,20.000000
24.000000,29.166666
24.500000,20.000000
25.000000,31.578947
25.500000,0.000000
26.000000,18.181818
26.500000,50.000000
27.000000,0.000000
27.500000,0.000000
28.000000,0.000000
28.500000,0.000000
29.000000,0.000000
29.500000,0.000000
30.000000,0.000000
30.500000,0.000000
31.000000,0.000000
31.500000,0.000000
32.000000,0.000000
32.500000,0.000000
33.000000,0.000000
33.500000,0.000000
34.000000,0.000000
34.500000,0.000000
35.000000,0.000000
35.500000,0.000000
36.000000,0.000000
36.500000,0.000000
37.000000,0.000000
37.500000,0.000000
38.000000,0.000000
38.500000,0.000000
39.000000,0.000000
39.500000,0.000000
