0.0,0
1.0,0
2.0,0
3.0,0
4.0,0
5.0,0
6.0,0
7.0,1
8.0,0
9.0,0
10.0,0
11.0,0
12.0,4
13.0,5
14.0,11
15.0,17
16.0,37
17.0,85
18.0,78
19.0,60
20.0,37
21.0,16
22.0,12
23.0,1
24.0,1
25.0,2
26.0,2
27.0,0
28.0,0
29.0,0
30.0,0
31.0,0
32.0,0
33.0,0
34.0,0
35.0,0
36.0,0
37.0,0
38.0,0
39.0,0
