10.000000,0.000000,0
10.500000,0.000000,0
11.000000,0.000000,0
11.500000,0.000000,0
12.000000,100.000000,1
12.500000,0.000000,0
13.000000,0.000000,0
13.500000,0.000000,0
14.000000,100.000000,1
14.500000,0.000000,0
15.000000,100.000000,1
15.500000,100.000000,1
16.000000,100.000000,1
16.500000,33.333332,3
17.000000,75.000000,4
17.500000,0.000000,0
18.000000,71.428574,7
18.500000,0.000000,4
19.000000,66.666664,12
19.500000,75.000000,4
20.000000,40.000000,25
20.500000,28.571428,7
21.000000,32.000000,25
21.500000,0.000000,3
22.000000,34.375000,32
22.500000,28.571428,7
23.000000,17.073172,41
23.500000,20.000000,10
24.000000,29.166666,24
24.500000,20.000000,5
25.000000,31.578947,19
25.500000,0.000000,3
26.000000,18.181818,11
26.500000,50.000000,2
27.000000,0.000000,5
27.500000,0.000000,1
28.000000,0.000000,0
28.500000,0.000000,1
29.000000,0.000000,1
29.500000,0.000000,0
30.000000,0.000000,2
30.500000,0.000000,0
31.000000,0.000000,0
31.500000,0.000000,0
32.000000,0.000000,0
32.500000,0.000000,0
33.000000,0.000000,1
33.500000,0.000000,0
34.000000,0.000000,0
34.500000,0.000000,0
35.000000,0.000000,0
35.500000,0.000000,0
36.000000,0.000000,0
36.500000,0.000000,0
37.000000,0.000000,0
37.500000,0.000000,0
38.000000,0.000000,0
38.500000,0.000000,0
39.000000,0.000000,0
39.500000,0.000000,0
