200414,201223,18.175
201223,201229,18.3125
201229,210106,18.0
210106,210112,17.928572
210112,210126,16.333334
210126,210203,16.6875
210203,210209,18.0
210209,210217,17.73077
210217,210223,16.59091
210223,210302,16.6
210302,210310,16.542858
210310,210316,17.58
210316,210323,18.73077
210323,210330,18.8
210330,210406,17.045454
210406,210413,17.208334
210413,210420,18.076923
210420,210427,18.115385
210427,210504,17.25
210504,210511,16.818182
210511,210518,16.0
210518,210525,17.4375
210525,210601,17.846153
210601,210608,17.366667
210608,210615,17.5
210615,210622,17.485714
210622,210706,18.176924
210706,210712,18.541666
210712,210723,18.90909
210723,210727,18.55
210727,210803,18.166666
210803,210810,18.566668
210810,210817,19.045454
210817,210824,18.107143
210824,210901,18.208334
210901,211020,19.05
211020,211027,18.833334
211027,211104,18.416666
211104,211110,18.115385
211110,211117,18.26923
211117,211123,18.75
211123,211201,18.857143
211201,211207,18.181818
211207,211214,18.3
211214,211221,19.384615
211221,211228,19.266666
211228,220103,18.666666
220103,220111,18.5
220111,220118,17.5
220118,220125,17.192308
220125,220201,17.76923
220201,220208,18.5
220208,220308,19.1875
220308,220322,18.166666
220322,220326,18.791666
220326,220330,19.038462
220330,220405,17.7
220405,220419,16.0
220419,220501,16.291666
220501,220503,17.25
220503,220510,18.0
220510,220630,17.90909
